"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","docker-swarm-worker-1",,,,"User:","ubuntu"
"Cmdline:","dstat -N ens3 --output 2-cassandra-swarm-3-ContainerIPs_NET-ens3-docker-swarm-worker-1.csv --noheaders --noupdate 5",,,,"Date:","19 Sep 2017 10:59:50 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/ens3",,"paging",,"system",
0.502,0.301,98.996,0.100,0.0,0.100,0.0,7372.800,2065.800,2161.800,0.0,0.0,539.200,1073.0
0.302,0.302,99.396,0.0,0.0,0.0,0.0,4915.200,1665.0,1511.600,0.0,0.0,505.0,1008.800
0.704,0.101,99.095,0.101,0.0,0.0,0.0,4096.0,1449.600,1499.200,0.0,0.0,491.800,984.800
0.201,0.302,99.496,0.0,0.0,0.0,0.0,7372.800,1357.0,1369.600,0.0,0.0,480.0,961.600
0.602,0.401,98.897,0.100,0.0,0.0,0.0,4915.200,1797.800,2660.600,0.0,0.0,584.800,1170.800
0.302,0.402,99.196,0.0,0.0,0.101,0.0,10649.600,2649.800,2295.200,0.0,0.0,554.0,1104.600
0.302,0.202,99.496,0.0,0.0,0.0,0.0,2457.600,2856.400,2409.0,0.0,0.0,543.800,1086.600
0.503,0.101,99.296,0.101,0.0,0.0,0.0,7372.800,1600.200,1572.600,0.0,0.0,491.800,983.600
0.502,0.301,98.996,0.100,0.0,0.100,0.0,4096.0,1689.400,1686.200,0.0,0.0,596.0,1189.600
0.504,0.403,99.094,0.0,0.0,0.0,0.0,8192.0,1506.200,1495.600,0.0,0.0,497.600,991.800
0.402,0.301,99.096,0.100,0.0,0.100,0.0,4096.0,1543.400,2506.400,0.0,0.0,460.800,921.0
0.302,0.201,99.396,0.101,0.0,0.0,0.0,4096.0,2756.400,2293.0,0.0,0.0,542.600,1079.200
0.604,0.503,98.893,0.0,0.0,0.0,0.0,5734.400,2812.200,2550.800,0.0,0.0,611.600,1206.800
0.804,0.302,98.794,0.0,0.0,0.101,0.0,9011.200,1462.600,1435.200,0.0,0.0,536.800,1067.800
0.402,0.402,99.096,0.100,0.0,0.0,0.0,6553.600,1728.800,1703.200,0.0,0.0,521.200,1041.800
0.402,0.201,99.195,0.101,0.0,0.101,0.0,7372.800,1804.200,1702.600,0.0,0.0,547.200,1100.200
1.915,1.210,96.875,0.0,0.0,0.0,0.0,5734.400,2717.400,3513.400,0.0,0.0,670.400,1302.200
0.302,0.302,99.296,0.0,0.0,0.101,0.0,11468.800,2113.200,1684.600,0.0,0.0,538.200,1077.400
0.803,0.402,98.594,0.100,0.0,0.100,0.0,4096.0,3337.800,3062.400,0.0,0.0,566.200,1127.800
0.601,0.401,98.998,0.0,0.0,0.0,0.0,13107.200,2146.600,2317.400,0.0,0.0,568.0,1116.200
0.502,0.702,98.696,0.0,0.0,0.100,0.0,7372.800,2648.600,2748.800,0.0,0.0,615.200,1206.0
0.604,0.201,99.095,0.101,0.0,0.0,0.0,11468.800,2211.800,1862.200,0.0,0.0,547.0,1058.200
0.806,0.604,98.590,0.0,0.0,0.0,0.0,9011.200,39344.0,39378.800,0.0,0.0,631.200,1239.400
0.906,0.604,98.288,0.101,0.0,0.101,0.0,23756.800,2584.400,2348.0,0.0,0.0,824.200,1623.800
3.427,1.310,95.161,0.101,0.0,0.0,0.0,10649.600,3294.200,3163.200,0.0,0.0,1323.800,2721.200
2.632,0.506,96.255,0.506,0.0,0.101,0.0,83558.400,1895.800,1931.200,0.0,0.0,842.0,1761.0
0.805,0.302,98.793,0.101,0.0,0.0,0.0,18841.600,1661.400,1643.800,0.0,0.0,643.600,1286.600
0.701,0.401,98.597,0.200,0.0,0.100,0.0,42598.400,1729.600,1989.0,0.0,0.0,593.0,1219.600
5.960,1.515,90.808,1.616,0.0,0.101,0.0,212992.0,3345.0,4579.0,0.0,0.0,1147.200,2389.800
0.503,0.201,99.196,0.101,0.0,0.0,0.0,15564.800,2482.600,2305.200,0.0,0.0,555.800,1115.200
0.504,0.403,99.094,0.0,0.0,0.0,0.0,4096.0,3487.600,3055.400,0.0,0.0,557.200,1106.600
1.003,0.301,98.696,0.0,0.0,0.0,0.0,0.0,1658.200,1320.0,0.0,0.0,561.600,1118.400
0.402,0.402,99.095,0.101,0.0,0.0,0.0,4096.0,1628.600,1621.600,0.0,0.0,564.400,1125.800
0.605,0.202,99.193,0.0,0.0,0.0,0.0,8192.0,1783.200,1762.0,0.0,0.0,610.200,1239.400
0.504,0.101,99.194,0.201,0.0,0.0,0.0,50790.400,1905.0,2810.200,0.0,0.0,534.200,1052.800
1.514,0.908,97.376,0.101,0.0,0.101,0.0,19660.800,4054.200,3619.0,0.0,0.0,641.400,1251.400
0.704,0.603,98.593,0.101,0.0,0.0,0.0,30310.400,15358.800,14932.800,0.0,0.0,607.800,1199.600
1.106,0.302,98.593,0.0,0.0,0.0,0.0,8192.0,1462.200,1437.600,0.0,0.0,527.0,1068.800
0.603,0.201,99.196,0.0,0.0,0.0,0.0,0.0,1939.0,1928.200,0.0,0.0,483.800,957.600
0.601,0.501,98.697,0.100,0.0,0.100,0.0,4915.200,1561.800,1516.0,0.0,0.0,550.0,1097.0
0.402,0.503,98.893,0.101,0.0,0.101,0.0,3276.800,2517.0,3383.600,0.0,0.0,601.400,1181.600
0.602,0.301,99.096,0.0,0.0,0.0,0.0,4096.0,2864.400,2413.0,0.0,0.0,601.200,1187.600
0.503,0.201,98.994,0.201,0.0,0.101,0.0,21299.200,2734.200,2417.0,0.0,0.0,569.600,1122.0
0.302,0.201,99.496,0.0,0.0,0.0,0.0,11468.800,903.800,990.600,0.0,0.0,496.400,988.800
0.602,0.502,98.796,0.100,0.0,0.0,0.0,6553.600,2062.400,2015.200,0.0,0.0,537.600,1069.200
0.705,0.101,99.094,0.101,0.0,0.0,0.0,14745.600,1549.400,1564.800,0.0,0.0,558.800,1122.400
0.503,0.201,99.296,0.0,0.0,0.0,0.0,7372.800,1826.600,2708.0,0.0,0.0,531.600,1054.800
0.202,0.202,99.495,0.101,0.0,0.0,0.0,4096.0,2290.600,2330.600,0.0,0.0,567.0,1129.800
0.602,0.402,98.896,0.0,0.0,0.100,0.0,3276.800,2816.0,2673.600,0.0,0.0,549.400,1079.0
0.201,0.403,99.295,0.101,0.0,0.0,0.0,4096.0,1685.400,1686.200,0.0,0.0,572.200,1133.800
0.603,0.201,99.196,0.0,0.0,0.0,0.0,4096.0,1463.200,1455.200,0.0,0.0,520.400,1028.200
0.703,0.402,98.795,0.100,0.0,0.0,0.0,8192.0,1717.200,1713.800,0.0,0.0,578.800,1145.200
0.503,0.402,98.994,0.101,0.0,0.0,0.0,12288.0,2532.0,3356.200,0.0,0.0,608.0,1193.0
0.604,0.101,99.295,0.0,0.0,0.0,0.0,9011.200,2055.400,1672.200,0.0,0.0,578.400,1146.0
0.805,0.302,98.793,0.101,0.0,0.0,0.0,8192.0,2426.200,2448.600,0.0,0.0,482.800,951.600
0.302,0.302,99.296,0.101,0.0,0.0,0.0,4915.200,1549.800,1558.0,0.0,0.0,548.600,1101.600
0.704,0.201,98.995,0.0,0.0,0.101,0.0,4096.0,2637.0,2517.800,0.0,0.0,570.400,1131.800
0.504,0.201,99.194,0.101,0.0,0.0,0.0,8192.0,1163.800,1217.800,0.0,0.0,537.800,1070.400
0.101,0.302,99.395,0.101,0.0,0.101,0.0,4915.200,1860.0,2687.0,0.0,0.0,522.0,1044.0
0.402,0.503,99.095,0.0,0.0,0.0,0.0,12288.0,2136.200,1725.800,0.0,0.0,555.400,1112.0
0.705,0.302,98.792,0.101,0.0,0.101,0.0,6553.600,3338.600,2970.800,0.0,0.0,614.400,1213.800
1.008,0.202,98.790,0.0,0.0,0.0,0.0,7372.800,1605.800,1552.200,0.0,0.0,569.800,1132.0
0.501,0.301,99.098,0.100,0.0,0.0,0.0,4915.200,1246.400,1291.400,0.0,0.0,440.600,875.800
0.303,0.101,99.596,0.0,0.0,0.0,0.0,7372.800,1381.400,1414.800,0.0,0.0,534.800,1061.800
1.106,0.302,98.492,0.101,0.0,0.0,0.0,4915.200,1634.600,2573.0,0.0,0.0,563.200,1111.800
0.402,0.101,99.296,0.101,0.0,0.101,0.0,4096.0,1694.800,1331.400,0.0,0.0,534.800,1067.800
0.403,0.0,99.597,0.0,0.0,0.0,0.0,10649.600,2694.0,2382.200,0.0,0.0,476.600,942.800
0.602,0.402,98.996,0.0,0.0,0.0,0.0,10649.600,1761.0,1772.0,0.0,0.0,559.0,1113.0
0.403,0.201,99.295,0.101,0.0,0.0,0.0,7372.800,1460.800,1419.0,0.0,0.0,570.800,1130.0
0.402,0.301,99.096,0.100,0.0,0.100,0.0,8192.0,1472.800,1500.600,0.0,0.0,544.0,1087.600
0.503,0.302,99.095,0.0,0.0,0.101,0.0,4915.200,1809.400,2714.800,0.0,0.0,523.0,1036.400
0.402,0.402,98.995,0.101,0.0,0.101,0.0,4096.0,2938.800,2473.200,0.0,0.0,599.800,1197.0
0.303,0.303,99.394,0.0,0.0,0.0,0.0,4915.200,3161.800,2977.200,0.0,0.0,622.800,1220.200
0.503,0.302,99.095,0.101,0.0,0.0,0.0,12288.0,1846.200,1609.0,0.0,0.0,544.600,1090.200
0.302,0.302,99.196,0.101,0.0,0.101,0.0,13107.200,2210.400,2122.200,0.0,0.0,508.0,1015.0
0.402,0.302,99.296,0.0,0.0,0.0,0.0,8192.0,1392.600,1466.400,0.0,0.0,535.0,1083.600
0.602,0.402,98.896,0.100,0.0,0.0,0.0,4096.0,1692.600,2548.400,0.0,0.0,578.600,1147.0
0.605,0.101,99.294,0.0,0.0,0.0,0.0,4096.0,1944.600,1827.600,0.0,0.0,543.400,1076.600
0.504,0.101,99.295,0.101,0.0,0.0,0.0,4096.0,3022.600,2642.400,0.0,0.0,562.800,1114.600
0.302,0.302,99.295,0.101,0.0,0.0,0.0,4915.200,1903.400,1775.0,0.0,0.0,518.0,1040.0
0.503,0.302,99.095,0.0,0.0,0.101,0.0,10649.600,1483.600,1409.800,0.0,0.0,557.0,1100.200
0.403,0.201,99.295,0.101,0.0,0.0,0.0,16384.0,1082.200,1214.400,0.0,0.0,517.400,1035.0
0.501,0.501,98.898,0.100,0.0,0.0,0.0,8192.0,38648.800,38681.0,0.0,0.0,562.800,1112.400
0.706,0.404,98.890,0.0,0.0,0.0,0.0,0.0,3195.800,2719.800,0.0,0.0,645.0,1284.200
0.504,0.201,99.194,0.101,0.0,0.0,0.0,4096.0,2614.0,2607.0,0.0,0.0,567.400,1120.400
0.806,0.201,98.892,0.0,0.0,0.101,0.0,4096.0,1550.600,1602.200,0.0,0.0,515.800,1036.600
0.401,0.502,98.997,0.100,0.0,0.0,0.0,7372.800,2520.200,2487.400,0.0,0.0,477.800,944.800
0.201,0.201,99.396,0.101,0.0,0.101,0.0,7372.800,1401.0,1395.200,0.0,0.0,525.800,1050.0
0.602,0.401,98.997,0.0,0.0,0.0,0.0,13926.400,2352.400,3143.0,0.0,0.0,526.400,1028.200
0.404,0.202,99.294,0.101,0.0,0.0,0.0,4096.0,1594.0,1414.400,0.0,0.0,523.200,1043.200
0.604,0.201,99.195,0.0,0.0,0.0,0.0,4915.200,2701.800,2414.600,0.0,0.0,543.800,1081.600
1.005,0.201,98.693,0.101,0.0,0.0,0.0,4096.0,1539.0,1431.400,0.0,0.0,562.400,1118.200
0.301,0.502,98.996,0.100,0.0,0.100,0.0,8192.0,1791.200,1701.800,0.0,0.0,549.0,1093.200
0.402,0.302,99.296,0.0,0.0,0.0,0.0,0.0,1662.400,1762.200,0.0,0.0,553.400,1102.0
0.402,0.201,99.396,0.0,0.0,0.0,0.0,6553.600,2296.0,3134.200,0.0,0.0,510.800,1002.400
0.604,0.302,99.095,0.0,0.0,0.0,0.0,15564.800,2124.800,2187.600,0.0,0.0,529.200,1041.800
0.302,0.504,98.992,0.101,0.0,0.101,0.0,9011.200,14661.400,14313.200,0.0,0.0,618.400,1231.600
0.401,0.301,99.198,0.100,0.0,0.0,0.0,4096.0,1231.400,1274.200,0.0,0.0,494.200,993.200
0.402,0.201,99.296,0.0,0.0,0.101,0.0,3276.800,1351.200,1291.400,0.0,0.0,475.600,944.400
0.402,0.302,99.296,0.0,0.0,0.0,0.0,4915.200,1372.600,1413.600,0.0,0.0,533.800,1068.400
0.402,0.302,99.296,0.0,0.0,0.0,0.0,4096.0,2366.600,3220.200,0.0,0.0,539.200,1066.400
0.601,0.300,98.899,0.100,0.0,0.100,0.0,6553.600,1719.200,1413.400,0.0,0.0,515.800,1025.600
0.605,0.202,98.992,0.202,0.0,0.0,0.0,13926.400,2783.600,2607.0,0.0,0.0,556.0,1086.800
0.503,0.201,99.196,0.101,0.0,0.0,0.0,4096.0,1399.0,1207.800,0.0,0.0,507.800,1006.400
0.402,0.402,99.095,0.0,0.0,0.101,0.0,4096.0,1511.400,1480.800,0.0,0.0,570.800,1131.400
0.303,0.0,99.697,0.0,0.0,0.0,0.0,4915.200,1786.0,1792.400,0.0,0.0,553.0,1117.200
0.302,0.302,99.296,0.101,0.0,0.0,0.0,4915.200,1573.200,2381.400,0.0,0.0,528.400,1041.400
36.506,9.100,51.464,0.0,0.0,2.929,0.0,4096.0,353592.800,353946.200,0.0,0.0,5729.400,13916.400
40.506,13.397,41.983,0.105,0.0,4.008,0.0,528384.0,577063.200,581313.600,0.0,0.0,8056.600,20178.600
33.731,15.184,45.336,0.0,0.0,5.748,0.0,12288.0,749120.0,746909.0,0.0,0.0,9494.200,23896.800
34.430,19.079,39.803,0.219,0.0,6.469,0.0,1323827.200,930168.800,926127.0,0.0,0.0,11330.0,28435.0
35.880,21.262,36.213,0.0,0.0,6.645,0.0,5734.400,1008254.800,1010125.0,0.0,0.0,11704.800,29824.600
41.860,19.823,31.229,0.332,0.0,6.755,0.0,4090265.600,911794.200,923886.400,0.0,0.0,10622.400,27120.200
36.497,25.085,29.153,0.0,0.0,9.266,0.0,1083801.600,1261706.600,1254117.0,0.0,0.0,13339.0,34958.400
36.344,25.110,30.176,0.0,0.0,8.370,0.0,955187.200,1211291.800,1214976.800,0.0,0.0,12980.800,34113.200
33.407,26.748,29.523,0.444,0.0,9.878,0.0,2529689.600,1435190.200,1433588.200,0.0,0.0,13646.200,34931.600
26.102,25.763,37.062,1.017,0.0,10.056,0.0,2339635.200,1505545.400,1504453.400,0.0,0.0,13398.800,33467.600
32.184,24.253,33.448,0.920,0.0,9.195,0.0,2625536.0,1523963.0,1531240.400,0.0,0.0,12926.800,32667.0
26.782,25.632,36.322,0.920,0.0,10.345,0.0,2800025.600,1609292.400,1619644.600,0.0,0.0,14111.400,34756.800
42.040,23.879,22.758,1.121,0.0,10.202,0.0,2662400.0,1354221.400,1347963.400,0.0,0.0,11711.0,30141.400
52.117,22.476,16.069,2.606,0.0,6.732,819.200,12318310.400,922458.600,919865.600,0.0,0.0,8946.400,22953.200
27.765,24.492,39.278,0.113,0.0,8.352,0.0,20480.0,1419757.200,1424216.800,0.0,0.0,13617.200,34829.400
34.475,24.429,31.050,0.685,0.0,9.361,0.0,4908646.400,1535216.200,1540364.600,0.0,0.0,13174.200,33308.800
27.179,22.706,41.055,0.115,0.0,8.945,0.0,11468.800,1483582.400,1486560.600,0.0,0.0,12949.600,32365.400
30.171,28.571,29.143,1.371,0.0,10.743,0.0,5233868.800,1697847.800,1704073.800,0.0,0.0,14581.0,36449.600
27.973,25.368,37.146,0.113,0.0,9.400,0.0,14745.600,1528762.600,1534294.0,0.0,0.0,13130.200,33220.200
39.709,24.832,23.937,1.678,0.0,9.843,0.0,5101977.600,1405169.200,1406018.200,0.0,0.0,11787.600,30368.200
53.377,22.767,13.508,2.179,0.0,8.170,819.200,18390220.800,1005694.200,994247.800,0.0,0.0,9385.400,25080.400
26.491,23.280,39.908,0.229,0.0,10.092,0.0,1167360.0,1452408.200,1452897.0,0.0,0.0,12723.0,32063.0
31.761,25.892,31.761,0.690,0.0,9.896,0.0,2605056.0,1618843.0,1627187.200,0.0,0.0,13764.600,34889.600
26.959,25.806,36.636,0.461,0.0,10.138,0.0,2761523.200,1589684.600,1590154.200,0.0,0.0,13876.600,34468.200
29.124,24.687,35.381,1.706,0.0,9.101,0.0,2613248.0,1580196.800,1591712.200,0.0,0.0,13746.600,33867.0
27.098,22.562,39.569,1.927,0.0,8.844,0.0,2641100.800,1395750.200,1396463.400,0.0,0.0,12650.0,31627.800
28.125,25.893,35.268,0.893,0.0,9.821,0.0,2510848.0,1594703.600,1595916.0,0.0,0.0,13408.800,33755.200
28.489,26.182,34.256,1.384,0.0,9.689,0.0,2765619.200,1603164.200,1613602.800,0.0,0.0,13496.800,33792.800
28.636,26.818,33.068,0.0,0.0,11.477,0.0,12288.0,1672307.0,1682751.0,0.0,0.0,14664.400,36615.400
45.484,20.430,22.796,6.022,0.0,5.269,0.0,15214182.400,902864.400,901692.400,0.0,0.0,8778.600,23268.400
29.897,26.804,31.271,0.115,0.0,11.913,0.0,13926.400,1720593.200,1727089.800,0.0,0.0,14733.200,37480.800
28.132,24.146,36.446,1.253,0.0,10.023,0.0,4612096.0,1535950.600,1541824.800,0.0,0.0,13183.400,33440.800
32.163,27.633,28.992,0.680,0.0,10.532,0.0,819200.0,1645601.800,1645560.0,0.0,0.0,14170.600,35993.800
27.555,25.029,37.199,0.459,0.0,9.759,819.200,2550169.600,1484110.600,1488459.0,0.0,0.0,13350.200,33343.400
30.425,26.286,31.767,1.566,0.0,9.955,0.0,2737766.400,1567827.0,1567135.200,0.0,0.0,13835.800,34964.400
24.828,27.117,39.474,0.0,0.0,8.581,0.0,12288.0,1637074.800,1651734.600,0.0,0.0,13823.200,34142.600
51.921,22.942,14.819,2.415,0.0,7.903,0.0,6042419.200,1012834.400,999795.600,0.0,0.0,9596.600,26071.0
37.025,24.385,27.293,3.915,0.0,7.383,0.0,17947033.600,1282593.400,1282492.200,0.0,0.0,11226.600,28950.200
25.821,27.067,35.674,1.019,0.0,10.419,819.200,4071424.0,1555358.800,1564091.600,0.0,0.0,13317.200,33651.600
26.651,21.553,42.526,0.0,0.0,9.270,0.0,20480.0,1372923.200,1371294.400,0.0,0.0,11966.200,30422.0
26.986,26.519,37.266,0.467,0.0,8.762,0.0,2478080.0,1599872.800,1601272.800,0.0,0.0,13696.400,34580.0
29.920,23.322,37.201,0.341,0.0,9.215,0.0,3014656.0,1456527.400,1456638.800,0.0,0.0,13027.800,32775.0
22.311,24.943,43.249,0.343,0.0,9.153,0.0,2074214.400,1565613.600,1578405.800,0.0,0.0,13632.400,33582.0
30.674,26.180,30.787,2.135,0.0,10.225,0.0,2718105.600,1535903.0,1532852.600,0.0,0.0,12996.0,33319.600
27.146,26.682,35.499,0.580,0.0,10.093,0.0,2560819.200,1641637.600,1653599.0,0.0,0.0,13616.400,34057.200
32.084,22.051,35.832,1.874,0.0,8.159,0.0,2572288.0,1152486.600,1157221.200,0.0,0.0,11041.0,27713.0
38.970,25.868,24.636,1.792,0.0,8.735,819.200,12666470.400,1380668.800,1370331.600,0.0,0.0,11425.600,29727.800
28.158,25.724,36.037,0.116,0.0,9.965,0.0,2007040.0,1602703.600,1606561.400,0.0,0.0,13731.800,34592.400
59.914,18.750,12.500,1.293,0.0,7.543,0.0,2983526.400,1074014.200,1051608.800,0.0,0.0,8992.400,26489.800
28.459,23.960,36.670,0.0,0.0,10.911,0.0,4915.200,1569762.600,1569828.200,0.0,0.0,13216.800,34027.200
30.268,24.563,33.527,1.863,0.0,9.779,0.0,5108531.200,1576982.0,1582811.600,0.0,0.0,13984.600,34239.600
30.760,26.728,32.604,0.0,0.0,9.908,0.0,18841.600,1696390.0,1697403.800,0.0,0.0,14299.400,36095.600
18.556,20.111,51.889,2.222,0.0,7.222,0.0,2715648.0,1190146.600,1204077.800,0.0,0.0,11785.200,28090.200
53.905,23.427,13.449,1.518,0.0,7.701,0.0,4115660.800,1082862.800,1071607.600,0.0,0.0,9156.0,25066.200
33.259,23.214,33.036,2.121,0.0,8.371,819.200,18311577.600,1291448.0,1289671.800,0.0,0.0,11497.400,29819.800
28.064,25.315,37.228,1.031,0.0,8.362,0.0,2495283.200,1555850.600,1560999.200,0.0,0.0,13829.800,34416.200
30.259,25.759,32.733,0.337,0.0,10.911,0.0,2526412.800,1623638.0,1625336.800,0.0,0.0,13696.600,34406.400
23.982,23.529,43.439,0.113,0.0,8.937,0.0,42598.400,1479217.400,1476347.600,0.0,0.0,13484.0,33033.0
31.735,25.228,31.507,2.055,0.0,9.475,0.0,6067814.400,1504798.400,1504772.600,0.0,0.0,13504.800,34205.0
22.349,26.454,42.873,0.114,0.0,8.210,0.0,10649.600,1546924.400,1553590.200,0.0,0.0,13625.400,33540.200
34.687,25.290,26.914,2.204,0.0,10.905,0.0,4530176.0,1615074.200,1609260.400,0.0,0.0,14142.600,36494.800
23.464,24.804,41.117,0.112,0.0,10.503,0.0,13107.200,1526955.600,1546229.200,0.0,0.0,14063.200,34314.800
40.728,22.958,27.483,1.104,0.0,7.726,819.200,5269913.600,1183540.200,1177679.400,0.0,0.0,10679.200,27043.400
35.068,25.566,29.525,1.018,0.0,8.824,0.0,10176921.600,1480647.0,1476777.400,0.0,0.0,12911.200,33025.600
27.231,25.286,36.384,1.259,0.0,9.840,0.0,5311692.800,1542481.400,1549236.400,0.0,0.0,13466.600,33528.600
27.336,25.144,37.832,0.0,0.0,9.689,0.0,13107.200,1528566.800,1535546.400,0.0,0.0,12794.0,32399.800
23.353,26.590,39.884,0.116,0.0,10.058,0.0,2314240.0,1592059.400,1622232.400,0.0,0.0,14429.600,35282.0
31.264,25.517,31.034,1.494,0.0,10.690,0.0,2564915.200,1564100.200,1560099.200,0.0,0.0,13605.800,35158.600
20.431,24.631,44.722,0.795,0.0,9.421,0.0,2732032.0,1479301.600,1507004.200,0.0,0.0,13789.400,33565.400
39.823,20.354,32.190,1.438,0.0,6.195,0.0,3903488.0,1009547.0,1008384.600,0.0,0.0,9326.400,24787.800
50.541,21.861,17.208,4.004,0.0,6.385,819.200,18423808.0,923474.600,920073.200,0.0,0.0,8170.200,22767.200
54.516,22.416,16.322,0.0,0.0,6.746,0.0,50790.400,1071339.800,1072904.400,0.0,0.0,8505.600,23988.800
49.946,20.131,22.524,0.653,0.0,6.746,0.0,1679360.0,949683.0,947763.0,0.0,0.0,8669.0,23805.800
51.143,20.566,21.545,0.871,0.0,5.876,0.0,8211660.800,854368.800,863540.800,0.0,0.0,7990.800,20898.200
52.497,24.528,13.651,0.888,0.0,8.435,0.0,8522137.600,1108551.600,1102073.200,0.0,0.0,9539.400,26407.800
39.363,27.645,21.274,2.958,0.0,8.760,0.0,58280345.600,1284791.600,1281708.600,0.0,0.0,11154.600,28878.0
31.402,26.072,30.591,2.665,0.0,9.270,0.0,5115904.0,1521110.800,1520555.600,0.0,0.0,13366.0,34142.400
26.897,26.092,37.126,0.0,0.0,9.885,0.0,4915.200,1676850.200,1686373.400,0.0,0.0,14448.200,36166.400
27.212,23.740,36.058,3.247,0.0,9.742,0.0,5216665.600,1439378.400,1435233.600,0.0,0.0,12701.400,31554.400
25.228,22.146,44.292,0.0,0.0,8.333,0.0,4915.200,1416013.400,1428160.0,0.0,0.0,12852.200,31709.800
29.111,20.667,40.778,1.667,0.0,7.778,0.0,5007769.600,1219796.200,1224654.600,0.0,0.0,11747.200,28741.400
43.848,22.483,22.483,3.020,0.0,8.166,0.0,10235904.0,1313884.200,1306046.0,0.0,0.0,10770.600,28673.400
24.087,24.315,41.781,0.228,0.0,9.589,0.0,2395340.800,1558325.400,1567857.200,0.0,0.0,13693.800,33775.800
29.532,23.717,36.944,0.570,0.0,9.236,0.0,2471526.400,1423146.200,1420797.200,0.0,0.0,12364.800,31614.600
