"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","docker-swarm-manager",,,,"User:","ubuntu"
"Cmdline:","dstat -N ens3 --output 2-cassandra-swarm-3-ContainerIPs_NET-ens3-docker-swarm-manager.csv --noheaders --noupdate 5",,,,"Date:","19 Sep 2017 10:59:32 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/ens3",,"paging",,"system",
0.302,0.402,99.296,0.0,0.0,0.0,0.0,13926.400,953.400,788.800,0.0,0.0,304.200,625.200
0.501,0.701,98.697,0.100,0.0,0.0,0.0,8192.0,1770.0,1560.800,0.0,0.0,270.0,530.400
3.015,1.608,95.276,0.101,0.0,0.0,0.0,4915.200,15305.600,14072.800,0.0,0.0,538.600,1005.0
0.601,0.400,98.999,0.0,0.0,0.0,0.0,12288.0,1097.400,1933.400,0.0,0.0,214.0,433.800
1.700,0.300,97.900,0.100,0.0,0.0,0.0,4915.200,646.0,558.0,0.0,0.0,296.200,595.0
0.601,0.401,98.898,0.100,0.0,0.0,0.0,4915.200,490.0,447.800,0.0,0.0,256.200,521.800
0.602,0.401,98.997,0.0,0.0,0.0,0.0,5734.400,1880.0,1419.0,0.0,0.0,311.400,626.800
1.101,0.300,98.498,0.100,0.0,0.0,0.0,16384.0,1343.800,1351.800,0.0,0.0,216.600,438.0
0.600,0.600,98.700,0.100,0.0,0.0,0.0,10649.600,13565.400,12643.200,0.0,0.0,334.600,692.600
0.900,0.300,98.700,0.0,0.0,0.100,0.0,4915.200,1184.200,1970.600,0.0,0.0,267.0,537.800
0.601,0.400,98.899,0.100,0.0,0.0,0.0,4915.200,571.200,476.400,0.0,0.0,285.400,579.0
0.501,0.200,99.199,0.100,0.0,0.0,0.0,4915.200,1080.400,1046.600,0.0,0.0,197.800,407.800
0.400,0.801,98.799,0.0,0.0,0.0,0.0,4915.200,1179.200,769.200,0.0,0.0,302.600,639.0
0.602,0.502,98.795,0.100,0.0,0.0,0.0,5734.400,14112.0,13397.200,0.0,0.0,353.800,705.800
0.402,0.402,99.096,0.100,0.0,0.0,0.0,10649.600,1462.0,603.0,0.0,0.0,344.400,695.800
0.902,0.301,98.798,0.0,0.0,0.0,0.0,8192.0,553.600,1352.400,0.0,0.0,200.400,404.200
0.401,0.401,99.098,0.100,0.0,0.0,0.0,4915.200,596.200,516.800,0.0,0.0,278.600,576.600
0.401,0.501,98.998,0.100,0.0,0.0,0.0,4915.200,490.600,481.600,0.0,0.0,241.600,506.0
0.502,0.402,99.096,0.0,0.0,0.0,0.0,4915.200,1227.800,767.800,0.0,0.0,326.0,662.0
0.600,0.300,99.100,0.0,0.0,0.0,0.0,4915.200,1365.800,1349.400,0.0,0.0,215.200,429.400
0.800,0.400,98.700,0.100,0.0,0.0,0.0,6553.600,1190.600,571.400,0.0,0.0,358.800,731.200
0.502,0.502,98.996,0.0,0.0,0.0,0.0,13926.400,1186.200,1950.800,0.0,0.0,263.0,539.800
0.501,0.401,98.998,0.100,0.0,0.0,0.0,8192.0,571.600,501.800,0.0,0.0,261.200,547.800
1.001,0.300,98.699,0.0,0.0,0.0,0.0,4915.200,539.800,517.800,0.0,0.0,216.200,450.800
0.601,0.400,98.899,0.100,0.0,0.0,0.0,4915.200,1416.0,1137.400,0.0,0.0,285.800,586.0
0.601,0.501,98.798,0.100,0.0,0.0,0.0,4915.200,1589.400,1548.600,0.0,0.0,278.800,565.400
0.799,0.400,98.701,0.0,0.0,0.100,0.0,0.0,1514.600,808.800,0.0,0.0,317.800,647.0
0.600,0.300,99.100,0.0,0.0,0.0,0.0,8192.0,563.0,1352.400,0.0,0.0,201.600,403.200
1.500,0.500,98.0,0.0,0.0,0.0,0.0,13107.200,609.600,531.400,0.0,0.0,272.400,566.600
0.501,0.601,98.898,0.0,0.0,0.0,0.0,7372.800,1157.400,1121.400,0.0,0.0,253.600,517.0
0.402,0.301,99.197,0.100,0.0,0.0,0.0,4915.200,963.200,509.400,0.0,0.0,322.600,668.400
1.002,0.501,98.497,0.0,0.0,0.0,0.0,4915.200,1607.400,1587.0,0.0,0.0,248.600,494.0
0.503,0.201,99.296,0.0,0.0,0.0,0.0,4915.200,1229.0,543.0,0.0,0.0,325.800,665.0
0.300,0.701,98.899,0.100,0.0,0.0,0.0,4915.200,569.0,1356.200,0.0,0.0,246.800,501.200
0.601,0.200,99.098,0.100,0.0,0.0,0.0,9011.200,595.400,523.400,0.0,0.0,285.0,589.0
0.400,0.400,98.999,0.200,0.0,0.0,0.0,12288.0,488.600,475.0,0.0,0.0,183.600,376.800
0.799,0.400,98.801,0.0,0.0,0.0,0.0,0.0,1080.600,612.0,0.0,0.0,304.400,625.600
0.401,0.701,98.798,0.0,0.0,0.100,0.0,4915.200,1329.200,1308.600,0.0,0.0,281.200,561.0
0.501,0.501,98.899,0.100,0.0,0.0,0.0,4915.200,1615.400,1158.0,0.0,0.0,333.800,683.400
0.601,0.300,99.099,0.0,0.0,0.0,0.0,4915.200,597.800,1370.800,0.0,0.0,198.0,407.800
1.297,0.599,98.104,0.0,0.0,0.0,0.0,4915.200,620.0,551.200,0.0,0.0,286.200,581.400
0.601,0.301,98.998,0.100,0.0,0.0,0.0,10649.600,1155.600,1070.200,0.0,0.0,247.200,497.600
0.602,0.301,99.097,0.0,0.0,0.0,0.0,9830.400,1191.400,774.800,0.0,0.0,312.200,644.200
0.600,0.400,98.900,0.100,0.0,0.0,0.0,7372.800,1488.0,1309.200,0.0,0.0,218.200,452.400
0.601,0.501,98.899,0.0,0.0,0.0,0.0,4915.200,1362.400,831.800,0.0,0.0,305.400,626.600
0.601,0.601,98.799,0.0,0.0,0.0,0.0,4915.200,1170.800,1995.800,0.0,0.0,262.0,529.200
0.201,0.502,99.297,0.0,0.0,0.0,0.0,4915.200,595.200,475.400,0.0,0.0,295.800,605.800
0.500,0.400,99.001,0.100,0.0,0.0,0.0,4915.200,488.600,496.200,0.0,0.0,190.400,395.400
1.200,0.700,98.0,0.100,0.0,0.0,0.0,13107.200,13342.200,12594.600,0.0,0.0,364.800,737.600
0.502,0.502,98.997,0.0,0.0,0.0,0.0,11468.800,1271.400,1300.600,0.0,0.0,264.200,553.0
0.502,0.402,99.096,0.0,0.0,0.0,0.0,4915.200,1214.200,588.0,0.0,0.0,337.200,691.400
0.599,0.300,99.001,0.100,0.0,0.0,0.0,4915.200,590.400,1374.0,0.0,0.0,189.800,387.600
0.701,0.200,98.999,0.100,0.0,0.0,0.0,4915.200,570.800,505.200,0.0,0.0,284.600,584.0
1.403,0.701,97.896,0.0,0.0,0.0,0.0,4915.200,1118.600,1099.600,0.0,0.0,271.400,542.400
0.300,0.701,98.999,0.0,0.0,0.0,0.0,4915.200,755.800,562.400,0.0,0.0,316.400,652.600
0.699,0.399,98.802,0.100,0.0,0.0,0.0,11468.800,1536.800,1311.400,0.0,0.0,238.800,484.600
1.005,0.402,98.492,0.101,0.0,0.0,0.0,9830.400,1448.600,840.800,0.0,0.0,376.0,751.0
0.701,0.401,98.898,0.0,0.0,0.0,0.0,4915.200,615.600,1349.200,0.0,0.0,259.600,531.600
0.599,0.500,98.901,0.0,0.0,0.0,0.0,0.0,691.600,607.800,0.0,0.0,277.0,568.600
0.502,0.100,99.398,0.0,0.0,0.0,0.0,4915.200,569.200,532.200,0.0,0.0,199.200,406.200
0.601,0.300,98.999,0.100,0.0,0.0,0.0,4915.200,933.600,466.600,0.0,0.0,319.600,650.600
0.701,0.401,98.798,0.100,0.0,0.0,0.0,4915.200,1952.800,1547.200,0.0,0.0,301.800,613.200
0.600,0.700,98.700,0.0,0.0,0.0,0.0,9830.400,13741.200,12830.800,0.0,0.0,346.400,701.200
0.501,0.400,99.099,0.0,0.0,0.0,0.0,11468.800,567.200,1355.800,0.0,0.0,200.600,410.600
0.698,0.499,98.704,0.100,0.0,0.0,0.0,4915.200,595.400,523.200,0.0,0.0,256.400,539.0
1.002,0.601,98.397,0.0,0.0,0.0,0.0,4915.200,515.800,496.200,0.0,0.0,266.800,529.800
0.602,0.301,99.097,0.0,0.0,0.0,0.0,4915.200,1029.800,524.200,0.0,0.0,303.400,612.400
0.501,0.300,99.099,0.100,0.0,0.0,0.0,4915.200,1489.800,1330.400,0.0,0.0,227.0,467.600
0.801,0.501,98.699,0.0,0.0,0.0,0.0,4915.200,13623.0,12719.200,0.0,0.0,355.400,717.400
0.599,0.599,98.701,0.100,0.0,0.0,0.0,11468.800,591.800,1371.0,0.0,0.0,255.0,509.200
0.601,0.401,98.998,0.0,0.0,0.0,0.0,9830.400,572.0,508.600,0.0,0.0,256.400,525.800
0.599,0.399,98.902,0.100,0.0,0.0,0.0,4915.200,1107.400,1049.0,0.0,0.0,209.0,424.600
0.602,0.301,99.097,0.0,0.0,0.0,0.0,0.0,612.200,522.600,0.0,0.0,328.0,670.0
1.002,0.601,98.297,0.100,0.0,0.0,0.0,4915.200,13737.200,13442.400,0.0,0.0,318.200,641.0
0.501,0.401,98.998,0.100,0.0,0.0,0.0,4915.200,1488.600,626.0,0.0,0.0,328.800,680.200
0.700,0.300,99.0,0.0,0.0,0.0,0.0,4915.200,1092.0,2116.0,0.0,0.0,202.600,411.200
0.400,0.601,98.899,0.100,0.0,0.0,0.0,9830.400,646.200,506.800,0.0,0.0,307.400,628.800
1.502,0.501,97.898,0.100,0.0,0.0,0.0,12288.0,487.600,474.800,0.0,0.0,263.400,539.800
0.502,0.401,99.097,0.0,0.0,0.0,0.0,7372.800,1345.200,1139.200,0.0,0.0,314.0,637.200
0.400,0.400,99.099,0.100,0.0,0.0,0.0,4915.200,1618.600,1335.400,0.0,0.0,212.800,437.0
0.702,0.301,98.897,0.100,0.0,0.0,0.0,4915.200,1438.600,528.400,0.0,0.0,363.400,748.600
1.202,0.501,98.297,0.0,0.0,0.0,0.0,4915.200,542.0,1379.0,0.0,0.0,270.600,544.0
0.700,0.400,98.800,0.100,0.0,0.0,0.0,4915.200,619.400,544.200,0.0,0.0,299.400,614.200
0.599,0.300,99.001,0.100,0.0,0.0,0.0,10649.600,489.200,468.400,0.0,0.0,197.0,407.600
0.799,0.699,98.501,0.0,0.0,0.0,0.0,9011.200,1274.800,811.400,0.0,0.0,363.400,725.200
0.599,0.699,98.503,0.100,0.0,0.100,0.0,4915.200,1565.200,1549.600,0.0,0.0,277.600,558.400
1.0,0.400,98.600,0.0,0.0,0.0,0.0,4915.200,1556.600,657.200,0.0,0.0,379.800,780.600
0.400,0.500,99.001,0.100,0.0,0.0,0.0,4915.200,541.200,1319.800,0.0,0.0,191.0,391.800
0.402,0.402,99.197,0.0,0.0,0.0,0.0,4915.200,620.600,538.400,0.0,0.0,313.400,642.200
1.099,0.699,98.202,0.0,0.0,0.0,0.0,4915.200,1092.600,1126.400,0.0,0.0,257.800,513.0
0.701,0.501,98.798,0.0,0.0,0.0,0.0,12288.0,1010.200,740.200,0.0,0.0,352.400,711.800
0.500,0.300,99.100,0.100,0.0,0.0,0.0,11468.800,1582.0,1573.400,0.0,0.0,193.600,390.800
0.703,0.301,98.996,0.0,0.0,0.0,0.0,4915.200,1454.400,551.400,0.0,0.0,368.0,768.200
0.599,0.599,98.701,0.100,0.0,0.0,0.0,4915.200,1159.600,1941.0,0.0,0.0,223.400,457.0
0.402,0.502,99.096,0.0,0.0,0.0,0.0,4915.200,637.600,533.0,0.0,0.0,306.200,637.200
0.599,0.299,99.002,0.100,0.0,0.0,0.0,4915.200,1066.800,1063.600,0.0,0.0,172.600,344.800
0.401,0.602,98.997,0.0,0.0,0.0,0.0,4915.200,1046.400,519.200,0.0,0.0,339.0,710.400
1.103,0.502,98.295,0.100,0.0,0.0,0.0,12288.0,1570.200,1372.0,0.0,0.0,282.800,569.400
0.601,0.501,98.798,0.100,0.0,0.0,0.0,7372.800,963.400,637.400,0.0,0.0,416.600,840.600
0.500,0.300,99.100,0.100,0.0,0.0,0.0,8192.0,528.200,1328.0,0.0,0.0,168.800,353.200
0.502,0.401,99.097,0.0,0.0,0.0,0.0,0.0,616.0,482.0,0.0,0.0,334.200,694.600
0.601,0.401,98.998,0.0,0.0,0.0,0.0,4915.200,507.800,534.0,0.0,0.0,217.0,444.600
1.603,0.401,97.896,0.100,0.0,0.0,0.0,4915.200,1060.400,765.0,0.0,0.0,328.0,693.800
0.502,0.100,99.297,0.100,0.0,0.0,0.0,9011.200,1484.0,1296.0,0.0,0.0,209.600,424.800
0.401,0.502,99.097,0.0,0.0,0.0,0.0,9011.200,1563.600,856.0,0.0,0.0,332.400,682.200
0.599,0.599,98.701,0.100,0.0,0.0,0.0,11468.800,525.400,1352.400,0.0,0.0,229.400,459.600
1.201,0.501,98.298,0.0,0.0,0.0,0.0,4915.200,589.800,505.0,0.0,0.0,342.0,695.0
0.699,0.299,98.902,0.100,0.0,0.0,0.0,4915.200,572.400,529.800,0.0,0.0,174.200,360.800
0.701,0.400,98.899,0.0,0.0,0.0,0.0,0.0,13013.200,12504.600,0.0,0.0,359.400,752.0
0.600,0.700,98.700,0.0,0.0,0.0,0.0,4915.200,1349.0,1306.400,0.0,0.0,247.400,499.0
0.701,0.401,98.898,0.0,0.0,0.0,0.0,9830.400,1073.600,604.400,0.0,0.0,357.400,730.600
0.501,0.0,99.399,0.100,0.0,0.0,0.0,8192.0,526.600,1337.600,0.0,0.0,171.0,355.0
0.602,0.401,98.997,0.0,0.0,0.0,0.0,9011.200,709.0,586.200,0.0,0.0,343.600,710.200
0.401,0.502,99.097,0.0,0.0,0.0,0.0,4915.200,1020.200,1007.200,0.0,0.0,210.400,430.600
0.601,0.501,98.799,0.100,0.0,0.0,0.0,4915.200,681.200,524.0,0.0,0.0,343.0,705.800
1.002,0.401,98.597,0.0,0.0,0.0,0.0,4915.200,1408.800,1351.0,0.0,0.0,209.600,412.200
0.500,0.699,98.701,0.100,0.0,0.0,0.0,4915.200,670.200,618.0,0.0,0.0,364.0,745.400
0.501,0.501,98.899,0.100,0.0,0.0,0.0,9011.200,502.200,1268.200,0.0,0.0,223.400,448.600
0.601,0.401,98.998,0.0,0.0,0.0,0.0,9011.200,615.800,547.800,0.0,0.0,299.200,621.600
0.400,0.400,99.099,0.100,0.0,0.0,0.0,12288.0,1150.800,1118.600,0.0,0.0,181.400,372.0
0.601,0.301,98.998,0.100,0.0,0.0,0.0,4915.200,723.200,497.800,0.0,0.0,314.200,648.600
0.600,0.500,98.900,0.0,0.0,0.0,0.0,0.0,1299.600,1278.0,0.0,0.0,225.800,457.0
0.598,0.997,98.305,0.0,0.0,0.100,0.0,4915.200,13635.600,12641.600,0.0,0.0,374.400,769.800
1.099,0.500,98.402,0.0,0.0,0.0,0.0,4915.200,621.600,1374.0,0.0,0.0,188.400,376.0
0.502,0.301,99.097,0.100,0.0,0.0,0.0,9830.400,544.200,505.200,0.0,0.0,301.600,619.200
0.699,0.599,98.701,0.0,0.0,0.0,0.0,8192.0,1175.0,1116.0,0.0,0.0,232.0,468.400
1.697,0.599,97.605,0.100,0.0,0.0,0.0,9830.400,523.0,494.800,0.0,0.0,345.800,703.0
0.500,0.599,98.901,0.0,0.0,0.0,0.0,9011.200,1632.400,1373.400,0.0,0.0,178.800,366.400
0.602,0.401,98.997,0.0,0.0,0.0,0.0,4915.200,13585.800,12610.200,0.0,0.0,372.400,767.0
0.501,0.601,98.899,0.0,0.0,0.0,0.0,4915.200,1170.200,1954.400,0.0,0.0,226.400,454.800
0.599,0.500,98.701,0.100,0.0,0.100,0.0,4915.200,636.800,544.600,0.0,0.0,316.600,648.0
1.002,0.301,98.697,0.0,0.0,0.0,0.0,10649.600,502.200,489.600,0.0,0.0,184.800,373.600
0.501,0.501,98.899,0.100,0.0,0.0,0.0,9830.400,945.800,743.800,0.0,0.0,373.400,765.400
0.702,0.602,98.696,0.0,0.0,0.0,0.0,10649.600,14088.600,13620.800,0.0,0.0,303.0,607.400
0.603,0.201,99.095,0.101,0.0,0.0,0.0,4915.200,2008.200,1374.200,0.0,0.0,406.800,836.0
0.599,0.499,98.902,0.0,0.0,0.0,0.0,4915.200,550.600,1356.0,0.0,0.0,176.600,359.800
0.601,0.401,98.998,0.0,0.0,0.0,0.0,4915.200,612.600,520.200,0.0,0.0,321.0,670.200
0.600,0.400,98.900,0.100,0.0,0.0,0.0,4915.200,499.200,492.600,0.0,0.0,222.400,460.200
0.602,0.301,98.996,0.0,0.0,0.100,0.0,9830.400,1614.400,1383.400,0.0,0.0,373.400,751.400
1.001,0.501,98.498,0.0,0.0,0.0,0.0,8192.0,1582.400,1316.800,0.0,0.0,201.600,399.600
0.601,0.501,98.799,0.100,0.0,0.0,0.0,9011.200,1272.400,594.800,0.0,0.0,350.0,714.0
0.601,0.301,98.998,0.100,0.0,0.0,0.0,4915.200,600.400,1392.0,0.0,0.0,212.400,437.200
0.602,0.401,98.997,0.0,0.0,0.0,0.0,4915.200,563.600,490.400,0.0,0.0,327.800,676.600
0.601,0.300,99.099,0.0,0.0,0.0,0.0,4915.200,1091.200,1075.0,0.0,0.0,190.0,376.200
0.603,0.302,99.095,0.0,0.0,0.0,0.0,10649.600,998.200,524.200,0.0,0.0,374.600,776.800
0.600,0.700,98.600,0.100,0.0,0.0,0.0,13107.200,1867.200,1612.0,0.0,0.0,255.200,503.800
0.802,0.401,98.697,0.0,0.0,0.100,0.0,9011.200,1468.200,830.800,0.0,0.0,403.800,820.200
1.196,0.399,98.305,0.100,0.0,0.0,0.0,17203.200,1136.400,1947.600,0.0,0.0,191.800,382.800
0.601,0.401,98.998,0.0,0.0,0.0,0.0,4915.200,612.400,511.400,0.0,0.0,335.800,689.400
0.601,0.301,98.998,0.100,0.0,0.0,0.0,4915.200,545.600,536.200,0.0,0.0,213.200,432.400
1.303,0.601,98.096,0.0,0.0,0.0,0.0,0.0,996.200,535.800,0.0,0.0,353.800,727.200
0.602,0.100,99.298,0.0,0.0,0.0,0.0,4915.200,1559.800,1544.200,0.0,0.0,189.0,381.400
0.501,0.701,98.699,0.100,0.0,0.0,0.0,4915.200,1677.0,774.600,0.0,0.0,402.800,819.600
0.502,0.401,99.097,0.0,0.0,0.0,0.0,4915.200,1157.200,1962.400,0.0,0.0,227.200,464.0
0.402,0.402,99.096,0.100,0.0,0.0,0.0,9830.400,589.200,497.0,0.0,0.0,347.0,717.800
0.500,0.300,99.200,0.0,0.0,0.0,0.0,13926.400,474.600,474.600,0.0,0.0,161.0,335.0
1.202,0.501,98.297,0.0,0.0,0.0,0.0,0.0,1140.200,628.400,0.0,0.0,380.400,771.400
0.601,0.301,98.998,0.100,0.0,0.0,0.0,4915.200,1299.600,1301.200,0.0,0.0,232.800,478.200
0.402,0.503,99.095,0.0,0.0,0.0,0.0,4915.200,1436.0,1193.400,0.0,0.0,392.800,793.400
0.400,0.400,99.099,0.100,0.0,0.0,0.0,4915.200,576.600,1367.200,0.0,0.0,167.200,345.400
0.701,0.301,98.998,0.0,0.0,0.0,0.0,4915.200,590.800,508.600,0.0,0.0,352.400,724.600
0.501,0.301,99.098,0.100,0.0,0.0,0.0,6553.600,522.600,511.200,0.0,0.0,224.400,459.600
0.701,0.501,98.799,0.0,0.0,0.0,0.0,9011.200,1010.600,769.600,0.0,0.0,339.600,696.200
0.500,0.500,98.700,0.300,0.0,0.0,0.0,9830.400,1509.800,1314.200,0.0,0.0,216.800,431.200
1.201,0.601,98.098,0.100,0.0,0.0,0.0,4915.200,1282.400,664.0,0.0,0.0,412.200,843.400
