"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","docker-swarm-worker-2",,,,"User:","ubuntu"
"Cmdline:","dstat -N ens3 --output 2-cassandra-swarm-3-ContainerIPs_NET-ens3-docker-swarm-worker-2.csv --noheaders --noupdate 5",,,,"Date:","19 Sep 2017 10:59:54 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/ens3",,"paging",,"system",
1.717,0.404,97.778,0.0,0.0,0.101,0.0,4915.200,2265.800,2275.800,0.0,0.0,544.0,1076.400
0.507,0.304,99.087,0.101,0.0,0.0,0.0,4915.200,2591.600,2206.200,0.0,0.0,595.800,1201.0
0.504,0.202,99.093,0.101,0.0,0.101,0.0,4096.0,1272.200,1234.400,0.0,0.0,428.200,849.600
0.912,0.304,98.784,0.0,0.0,0.0,0.0,0.0,2473.200,2479.200,0.0,0.0,592.600,1190.800
1.014,0.710,98.276,0.0,0.0,0.0,0.0,10649.600,3872.200,3744.200,0.0,0.0,583.600,1163.400
0.507,0.304,98.986,0.101,0.0,0.101,0.0,9011.200,3251.400,3687.800,0.0,0.0,623.800,1254.400
0.710,0.304,98.986,0.0,0.0,0.0,0.0,4915.200,2465.800,2443.800,0.0,0.0,515.200,1022.0
0.406,0.203,99.289,0.102,0.0,0.0,0.0,4915.200,2550.800,2211.400,0.0,0.0,581.0,1175.200
0.706,0.303,98.789,0.101,0.0,0.101,0.0,4096.0,1268.800,1317.600,0.0,0.0,474.800,951.400
0.506,0.304,99.190,0.0,0.0,0.0,0.0,0.0,2158.400,2233.400,0.0,0.0,524.200,1060.600
0.809,0.506,98.686,0.0,0.0,0.0,0.0,4096.0,2376.0,2344.0,0.0,0.0,515.600,1026.600
0.405,0.405,99.089,0.101,0.0,0.0,0.0,16384.0,1768.400,2260.400,0.0,0.0,606.400,1219.200
0.608,0.304,98.987,0.101,0.0,0.0,0.0,9011.200,2212.400,2237.600,0.0,0.0,525.200,1043.800
0.404,0.606,98.889,0.0,0.0,0.101,0.0,4096.0,1548.400,1346.400,0.0,0.0,560.800,1133.600
0.605,0.403,98.891,0.101,0.0,0.0,0.0,4915.200,1689.800,1673.0,0.0,0.0,471.200,932.800
0.506,0.708,98.584,0.101,0.0,0.101,0.0,4096.0,2436.200,2365.400,0.0,0.0,670.400,1327.0
1.418,1.114,97.366,0.101,0.0,0.0,0.0,4096.0,15533.800,14958.600,0.0,0.0,729.600,1383.200
0.609,0.305,98.985,0.102,0.0,0.0,0.0,7372.800,2683.800,2919.200,0.0,0.0,665.800,1335.400
0.504,0.504,98.792,0.101,0.0,0.101,0.0,11468.800,1598.0,1598.400,0.0,0.0,498.200,995.600
3.659,0.711,93.801,1.728,0.0,0.102,0.0,153190.400,1929.200,1427.600,0.0,0.0,793.0,1578.400
0.707,0.606,98.586,0.101,0.0,0.0,0.0,11468.800,1686.800,1660.600,0.0,0.0,558.800,1107.600
5.381,0.812,92.893,0.812,0.0,0.102,0.0,124518.400,2080.600,1810.800,0.0,0.0,737.200,1496.200
2.834,1.721,95.445,0.0,0.0,0.0,0.0,0.0,3193.800,3076.800,0.0,0.0,590.800,1123.400
1.515,0.606,97.677,0.101,0.0,0.101,0.0,18841.600,3413.200,3721.0,0.0,0.0,709.400,1376.400
0.709,0.405,98.887,0.0,0.0,0.0,0.0,4915.200,1363.0,1356.0,0.0,0.0,532.200,1061.200
4.374,2.035,93.388,0.203,0.0,0.0,0.0,51609.600,1946.800,1877.0,0.0,0.0,1005.600,1985.200
1.531,0.714,97.551,0.102,0.0,0.102,0.0,12288.0,2332.200,2132.200,0.0,0.0,1082.200,2234.200
0.709,0.405,98.684,0.202,0.0,0.0,0.0,35225.600,1136.600,1234.800,0.0,0.0,568.600,1128.200
1.416,0.809,97.573,0.101,0.0,0.101,0.0,10649.600,3376.400,3234.600,0.0,0.0,673.200,1324.200
0.709,0.607,98.583,0.101,0.0,0.0,0.0,13926.400,15073.600,15011.400,0.0,0.0,678.600,1365.400
0.607,0.101,99.090,0.101,0.0,0.101,0.0,4096.0,1209.200,1265.600,0.0,0.0,438.0,865.600
0.706,0.605,98.688,0.0,0.0,0.0,0.0,0.0,1923.0,1500.0,0.0,0.0,600.800,1213.600
3.543,0.506,95.951,0.0,0.0,0.0,0.0,4096.0,1325.400,1308.400,0.0,0.0,487.400,954.400
0.608,0.203,98.987,0.101,0.0,0.101,0.0,8192.0,1384.200,1484.200,0.0,0.0,559.600,1136.0
0.906,0.504,98.389,0.101,0.0,0.101,0.0,27033.600,3474.600,3230.0,0.0,0.0,538.200,1055.400
0.711,0.406,98.883,0.0,0.0,0.0,0.0,8192.0,1998.400,2401.400,0.0,0.0,571.200,1139.0
0.809,0.404,98.686,0.101,0.0,0.0,0.0,4096.0,2272.800,2228.400,0.0,0.0,542.400,1084.600
0.405,0.405,98.987,0.101,0.0,0.101,0.0,4096.0,1911.600,1511.800,0.0,0.0,598.200,1206.0
0.506,0.304,99.089,0.101,0.0,0.0,0.0,4096.0,1594.0,1542.0,0.0,0.0,472.0,945.800
0.709,0.202,98.988,0.0,0.0,0.101,0.0,4096.0,1555.0,1586.0,0.0,0.0,575.600,1161.0
0.506,0.405,98.887,0.101,0.0,0.101,0.0,4915.200,2357.400,2372.200,0.0,0.0,526.200,1050.0
1.116,0.507,98.377,0.0,0.0,0.0,0.0,11468.800,26463.800,26634.200,0.0,0.0,684.800,1375.0
0.705,0.403,98.792,0.101,0.0,0.0,0.0,7372.800,1671.600,1646.600,0.0,0.0,503.400,1007.400
0.808,0.606,98.586,0.0,0.0,0.0,0.0,0.0,2704.0,2243.800,0.0,0.0,657.600,1313.400
0.708,0.607,98.686,0.0,0.0,0.0,0.0,4096.0,1474.200,1445.600,0.0,0.0,502.0,998.0
1.717,0.404,97.778,0.101,0.0,0.0,0.0,8192.0,1683.600,1699.400,0.0,0.0,617.0,1233.400
0.404,0.303,98.989,0.101,0.0,0.202,0.0,4915.200,2626.800,2423.200,0.0,0.0,473.400,946.600
0.508,0.406,98.985,0.102,0.0,0.0,0.0,4096.0,3492.800,3500.600,0.0,0.0,679.800,1362.600
1.114,0.405,98.480,0.0,0.0,0.0,0.0,11468.800,2244.400,2169.200,0.0,0.0,544.0,1070.400
1.520,0.507,97.872,0.101,0.0,0.0,0.0,9011.200,1885.600,1511.200,0.0,0.0,652.400,1292.200
0.505,0.303,99.091,0.101,0.0,0.0,0.0,4096.0,1816.600,1746.200,0.0,0.0,486.400,966.800
0.606,0.606,98.687,0.0,0.0,0.101,0.0,4096.0,2073.200,2146.800,0.0,0.0,577.400,1159.400
0.305,0.508,99.188,0.0,0.0,0.0,0.0,4915.200,2617.800,2591.800,0.0,0.0,542.800,1070.0
0.607,0.405,98.887,0.101,0.0,0.0,0.0,4096.0,2331.600,2833.600,0.0,0.0,635.800,1265.800
1.615,0.505,97.679,0.101,0.0,0.101,0.0,4915.200,1693.400,1666.600,0.0,0.0,500.800,990.0
1.116,0.304,98.580,0.0,0.0,0.0,0.0,8192.0,1636.800,1524.200,0.0,0.0,610.200,1219.800
1.007,0.604,98.288,0.101,0.0,0.0,0.0,8192.0,1598.0,1546.200,0.0,0.0,527.400,1046.800
0.507,0.405,98.987,0.101,0.0,0.0,0.0,8192.0,2382.800,2330.400,0.0,0.0,596.800,1198.800
0.706,0.303,98.991,0.0,0.0,0.0,0.0,4915.200,2058.200,2067.200,0.0,0.0,442.800,874.400
0.608,0.507,98.683,0.101,0.0,0.101,0.0,4915.200,2532.400,2872.0,0.0,0.0,711.200,1438.400
1.310,0.504,97.984,0.101,0.0,0.101,0.0,5734.400,2160.400,2112.200,0.0,0.0,513.400,999.800
0.507,0.507,98.987,0.0,0.0,0.0,0.0,0.0,2094.800,1746.600,0.0,0.0,655.0,1305.800
0.605,0.404,98.991,0.0,0.0,0.0,0.0,11468.800,1385.0,1354.600,0.0,0.0,428.400,840.0
0.507,0.405,98.886,0.101,0.0,0.101,0.0,9830.400,1434.600,1471.800,0.0,0.0,588.600,1175.200
0.807,0.505,98.486,0.101,0.0,0.101,0.0,4915.200,2337.800,2389.0,0.0,0.0,555.0,1096.0
1.416,0.303,98.281,0.0,0.0,0.0,0.0,4915.200,3523.400,3405.400,0.0,0.0,653.0,1302.200
0.504,0.202,99.194,0.101,0.0,0.0,0.0,4915.200,1101.0,1174.400,0.0,0.0,402.200,802.400
0.914,0.305,98.680,0.102,0.0,0.0,0.0,4096.0,1796.600,1448.200,0.0,0.0,613.0,1235.600
0.911,0.304,98.684,0.101,0.0,0.0,0.0,4096.0,1604.0,1513.400,0.0,0.0,571.400,1134.200
1.618,0.303,97.776,0.101,0.0,0.202,0.0,17203.200,1598.800,1668.800,0.0,0.0,591.600,1176.200
0.506,0.202,99.191,0.101,0.0,0.0,0.0,9011.200,2205.200,2181.400,0.0,0.0,491.800,970.800
0.808,0.404,98.687,0.101,0.0,0.0,0.0,4096.0,2930.0,3194.600,0.0,0.0,613.400,1218.0
0.812,0.406,98.680,0.0,0.0,0.102,0.0,4915.200,1810.0,1797.400,0.0,0.0,522.400,1043.800
1.113,0.304,98.583,0.0,0.0,0.0,0.0,0.0,1723.800,1603.400,0.0,0.0,593.0,1195.600
0.704,0.503,98.592,0.101,0.0,0.101,0.0,4096.0,1776.400,1718.200,0.0,0.0,509.400,1014.0
0.711,0.102,98.985,0.102,0.0,0.102,0.0,8192.0,2266.0,2249.0,0.0,0.0,609.800,1224.800
0.506,0.607,98.787,0.0,0.0,0.101,0.0,13107.200,14621.800,14334.200,0.0,0.0,572.800,1151.800
0.709,0.506,98.684,0.101,0.0,0.0,0.0,6553.600,2929.200,2906.800,0.0,0.0,682.600,1369.800
0.604,0.504,98.590,0.101,0.0,0.201,0.0,4096.0,2780.600,2819.800,0.0,0.0,507.200,1022.400
0.606,0.404,98.990,0.0,0.0,0.0,0.0,0.0,1501.0,1279.800,0.0,0.0,580.600,1163.600
1.112,0.506,98.281,0.101,0.0,0.0,0.0,4096.0,1555.600,1546.600,0.0,0.0,509.0,1019.400
0.405,0.304,99.088,0.101,0.0,0.101,0.0,8192.0,1423.0,1457.0,0.0,0.0,599.800,1197.0
0.203,0.406,99.391,0.0,0.0,0.0,0.0,4915.200,3007.600,2748.400,0.0,0.0,528.400,1056.800
0.905,0.704,98.290,0.0,0.0,0.101,0.0,10649.600,2911.0,3234.200,0.0,0.0,596.600,1192.600
0.506,0.506,98.887,0.101,0.0,0.0,0.0,24576.0,1492.800,1486.600,0.0,0.0,536.600,1073.600
0.504,0.705,98.691,0.0,0.0,0.101,0.0,0.0,2383.200,2061.200,0.0,0.0,595.0,1194.400
1.211,0.404,98.285,0.101,0.0,0.0,0.0,4915.200,1802.0,1750.200,0.0,0.0,519.0,1048.600
0.405,0.506,99.089,0.0,0.0,0.0,0.0,4915.200,1147.400,1176.800,0.0,0.0,554.800,1127.400
0.506,0.607,98.787,0.0,0.0,0.101,0.0,4096.0,2397.0,2267.0,0.0,0.0,554.600,1109.400
0.607,0.708,98.584,0.101,0.0,0.0,0.0,17203.200,15310.200,15071.200,0.0,0.0,675.200,1344.600
0.506,0.202,99.191,0.101,0.0,0.0,0.0,4096.0,1125.600,1200.800,0.0,0.0,448.200,892.200
0.507,0.608,98.886,0.0,0.0,0.0,0.0,4096.0,3088.400,2616.400,0.0,0.0,667.200,1335.800
0.505,0.606,98.788,0.101,0.0,0.0,0.0,4096.0,1393.200,1332.600,0.0,0.0,537.200,1070.800
1.721,0.405,97.773,0.0,0.0,0.101,0.0,0.0,1273.600,1292.800,0.0,0.0,585.800,1166.400
0.404,0.404,98.990,0.101,0.0,0.101,0.0,4096.0,2506.200,2582.400,0.0,0.0,467.800,925.800
0.506,0.708,98.686,0.0,0.0,0.101,0.0,6553.600,2761.600,3036.600,0.0,0.0,662.800,1327.800
0.909,0.404,98.485,0.202,0.0,0.0,0.0,12288.0,1419.800,1469.600,0.0,0.0,512.400,1030.600
0.607,0.405,98.988,0.0,0.0,0.0,0.0,9011.200,2438.200,2434.0,0.0,0.0,608.800,1228.800
0.504,0.504,98.792,0.101,0.0,0.101,0.0,4096.0,1789.800,1733.200,0.0,0.0,470.200,941.0
1.012,0.304,98.583,0.101,0.0,0.0,0.0,4096.0,2101.400,2139.800,0.0,0.0,591.800,1186.0
19.295,3.734,76.037,0.0,0.0,0.934,0.0,4096.0,180433.800,46184.600,0.0,0.0,3051.600,6507.600
26.361,7.044,64.034,0.107,0.0,2.455,0.0,474316.800,459181.200,95684.200,0.0,0.0,5811.600,12317.400
16.864,8.378,71.858,0.0,0.0,2.900,0.0,4915.200,605529.200,94425.0,0.0,0.0,5881.400,12850.600
17.876,8.884,68.364,0.433,0.0,4.442,0.0,1323008.0,778782.400,118948.200,0.0,0.0,7012.0,15450.600
11.746,9.375,74.892,0.108,0.0,3.879,0.0,4915.200,818588.600,125661.800,0.0,0.0,7391.200,16043.0
38.943,10.895,43.689,2.589,0.0,3.883,0.0,3960832.0,829407.800,126526.200,0.0,0.0,6425.600,15581.200
18.289,10.267,67.594,0.0,0.0,3.850,0.0,4915.200,1009278.400,144803.400,0.0,0.0,6678.400,15317.0
11.522,10.0,73.587,0.326,0.0,4.565,0.0,2070937.600,1066977.600,154678.400,0.0,0.0,7305.400,16455.800
23.184,10.684,60.791,1.068,0.0,4.274,0.0,2475622.400,1152402.0,157745.400,0.0,0.0,5905.0,14726.200
14.039,11.555,65.983,3.672,0.0,4.752,2457.600,2344550.400,1252366.800,176400.0,0.0,0.0,8406.600,18844.800
17.063,10.259,66.739,0.540,0.0,5.400,0.0,2619801.600,1367405.0,179643.200,0.0,0.0,6494.600,15720.400
18.971,10.718,63.880,0.750,0.0,5.681,0.0,2779545.600,1433248.400,189500.200,0.0,0.0,7002.400,16826.200
24.353,10.129,57.435,2.909,0.0,5.172,0.0,2663219.200,1380823.400,180266.400,0.0,0.0,6668.400,15555.800
49.262,11.181,33.122,2.743,0.0,3.692,819.200,12200345.600,803497.200,121897.400,0.0,0.0,5611.400,14409.200
10.412,10.738,74.403,0.108,0.0,4.338,0.0,29491.200,1014604.600,145735.600,0.0,0.0,6946.800,15397.200
22.340,11.277,61.383,0.745,0.0,4.255,0.0,2482176.0,1383393.600,186165.400,0.0,0.0,7282.200,16552.400
15.334,10.843,68.565,0.548,0.0,4.710,0.0,2332262.400,1321909.0,176170.800,0.0,0.0,6781.600,15762.0
17.044,9.817,65.049,2.589,0.0,5.502,0.0,2565734.400,1455829.0,189785.400,0.0,0.0,7094.0,16794.200
16.297,9.645,68.404,0.554,0.0,5.100,0.0,2686156.800,1378609.600,182234.600,0.0,0.0,7004.400,16348.0
14.693,10.088,70.285,0.219,0.0,4.715,0.0,29491.200,1414974.400,192007.200,0.0,0.0,6995.200,16298.200
45.949,12.793,34.222,2.559,0.0,4.478,0.0,5370675.200,873910.800,131443.400,0.0,0.0,5384.400,14439.0
16.300,11.123,63.546,4.515,0.0,4.515,0.0,18518835.200,1047532.800,152479.800,0.0,0.0,7482.0,16307.400
15.343,10.515,67.060,1.288,0.0,5.794,0.0,3637248.0,1440141.400,193117.0,0.0,0.0,8013.800,18541.200
18.486,11.027,66.054,0.0,0.0,4.432,0.0,13107.200,1439311.800,194774.400,0.0,0.0,7013.800,17184.600
15.691,9.392,68.066,1.436,0.0,5.414,0.0,5261721.600,1359398.0,177868.0,0.0,0.0,6639.400,15584.0
16.410,9.692,68.062,0.110,0.0,5.727,0.0,14745.600,1331274.800,186762.400,0.0,0.0,7762.600,18065.800
15.359,10.675,67.429,0.545,0.0,5.991,0.0,2584576.0,1480053.800,199774.0,0.0,0.0,8170.0,18655.600
17.745,10.960,65.553,0.939,0.0,4.802,0.0,2479718.400,1249200.0,163543.800,0.0,0.0,6438.400,15139.600
14.270,12.017,65.343,2.039,0.0,6.330,0.0,2695987.200,1547436.400,210077.800,0.0,0.0,8380.800,19033.600
37.566,9.947,44.021,5.079,0.0,3.386,0.0,12706611.200,924316.0,121309.800,0.0,0.0,5215.400,13102.200
14.940,9.051,70.447,0.436,0.0,5.125,0.0,2375680.0,1265594.0,172618.800,0.0,0.0,7269.800,15923.600
17.437,11.660,64.706,0.630,0.0,5.567,0.0,2678784.0,1414433.0,186118.0,0.0,0.0,6891.600,16213.0
16.520,10.022,65.088,2.753,0.0,5.617,0.0,2718924.800,1394637.200,185580.200,0.0,0.0,6800.800,16038.800
15.022,11.184,68.640,0.110,0.0,5.044,0.0,13926.400,1397916.800,182005.600,0.0,0.0,6277.200,15309.200
19.560,10.330,63.626,1.538,0.0,4.945,0.0,5242060.800,1321511.800,180184.400,0.0,0.0,7038.200,16717.200
14.239,10.464,69.795,0.108,0.0,5.394,0.0,21299.200,1522024.0,200575.600,0.0,0.0,7428.200,17509.0
48.247,12.752,32.519,2.338,0.0,4.145,0.0,5290393.600,981657.0,145378.800,0.0,0.0,6143.400,14312.0
9.091,10.200,72.062,4.878,0.0,3.769,819.200,18259968.0,929797.600,133496.400,0.0,0.0,6334.800,14205.400
17.505,12.035,62.144,1.641,0.0,6.674,0.0,3869900.800,1391671.200,187184.600,0.0,0.0,7253.200,16958.600
14.767,8.795,71.444,0.0,0.0,4.995,0.0,9830.400,1246393.400,168443.600,0.0,0.0,7431.600,16969.0
13.681,11.075,70.033,0.217,0.0,4.995,0.0,2501836.800,1406225.200,186901.800,0.0,0.0,7303.0,16832.400
18.531,10.965,63.816,0.987,0.0,5.702,0.0,2615705.600,1308375.0,181956.600,0.0,0.0,8292.800,19226.400
13.090,12.554,68.991,0.429,0.0,4.936,0.0,2613248.0,1378429.600,188287.800,0.0,0.0,7852.200,17794.0
17.134,10.668,65.302,2.155,0.0,4.741,0.0,2506752.0,1266655.200,167603.600,0.0,0.0,6447.800,14915.0
16.685,12.134,63.489,1.842,0.0,5.850,819.200,2666496.0,1445764.600,194431.0,0.0,0.0,7644.800,18079.600
27.941,12.395,53.992,1.155,0.0,4.517,0.0,2644377.600,1235121.800,164610.800,0.0,0.0,6329.400,15750.200
16.738,11.940,61.514,4.478,0.0,5.330,0.0,12684492.800,1004013.800,141465.0,0.0,0.0,6821.400,15594.0
12.527,11.563,69.272,0.107,0.0,6.531,0.0,9830.400,1415244.800,195347.0,0.0,0.0,8061.400,18371.600
21.013,11.530,60.776,1.509,0.0,5.172,0.0,5178982.400,1173920.200,161148.400,0.0,0.0,6876.200,15861.600
31.979,8.877,54.652,0.0,0.0,4.492,0.0,9830.400,1241893.0,176696.600,0.0,0.0,5491.600,14633.200
35.591,9.677,46.989,3.333,0.0,4.409,0.0,4695654.400,1275999.600,174349.400,0.0,0.0,6488.0,16438.400
16.035,10.618,66.847,0.108,0.0,6.392,0.0,15564.800,1509644.600,196187.800,0.0,0.0,6537.200,15604.800
18.736,10.754,62.749,2.439,0.0,5.322,819.200,5430476.800,1171993.0,160326.200,0.0,0.0,6929.800,16121.600
42.705,10.330,40.362,3.195,0.0,3.408,819.200,17657856.0,976182.200,129370.600,0.0,0.0,5083.400,13380.200
10.089,9.424,76.275,0.443,0.0,3.769,0.0,1949696.0,1116908.600,156422.800,0.0,0.0,6773.800,15183.600
13.520,11.508,68.827,0.782,0.0,5.363,0.0,2618163.200,1257597.800,173182.400,0.0,0.0,7611.800,17557.800
17.737,8.705,66.050,1.850,0.0,5.658,0.0,2569830.400,1404034.600,183174.800,0.0,0.0,7107.0,16708.800
17.188,10.156,66.406,1.004,0.0,5.246,0.0,2514124.800,1380329.200,181234.600,0.0,0.0,6727.400,16006.200
18.103,9.591,65.517,1.940,0.0,4.849,0.0,2649292.800,1328931.400,177022.800,0.0,0.0,6868.200,16313.800
12.953,9.660,72.448,0.110,0.0,4.830,0.0,770048.0,1373482.400,185159.800,0.0,0.0,6611.0,15541.400
20.131,11.317,61.371,2.394,0.0,4.788,0.0,4413030.400,1358457.0,185045.800,0.0,0.0,7927.200,18749.800
11.233,9.912,73.348,0.0,0.0,5.507,0.0,9830.400,1396583.400,215792.400,0.0,0.0,8088.200,18342.800
35.983,11.815,44.146,3.652,0.0,4.404,819.200,15472230.400,1139021.400,151738.0,0.0,0.0,6151.800,15607.600
14.348,9.200,72.289,0.0,0.0,4.162,0.0,22118.400,1147994.400,162409.400,0.0,0.0,7132.200,16208.200
18.627,12.636,60.893,1.961,0.0,5.882,0.0,4743168.0,1453012.400,198211.0,0.0,0.0,7915.800,18131.600
15.622,10.781,68.427,0.0,0.0,5.171,0.0,653721.600,1328594.800,181709.0,0.0,0.0,7562.200,17703.0
13.892,9.261,71.444,0.331,0.0,5.072,0.0,2048000.0,1402766.0,183375.0,0.0,0.0,6386.0,14982.600
19.130,10.435,64.565,0.652,0.0,5.217,0.0,2802483.200,1364516.400,181477.800,0.0,0.0,6471.600,16100.400
14.194,10.645,69.247,0.430,0.0,5.484,0.0,2798387.200,1366843.600,183372.0,0.0,0.0,7037.800,16119.200
34.395,11.677,48.938,1.274,0.0,3.715,0.0,2605056.0,1011070.0,138452.0,0.0,0.0,5523.800,13865.0
44.136,10.341,39.552,2.665,0.0,3.305,1638.400,19750912.0,772389.600,113174.400,0.0,0.0,5803.600,13573.0
32.556,11.241,52.916,0.0,0.0,3.287,0.0,10649.600,889553.600,124851.400,0.0,0.0,5647.600,13636.400
38.923,11.387,45.859,0.414,0.0,3.416,0.0,4196761.600,832405.400,114590.800,0.0,0.0,5572.0,12565.600
44.086,12.151,40.0,0.538,0.0,3.226,0.0,13416038.400,827179.600,125033.800,0.0,0.0,6275.800,15246.400
32.717,10.520,46.243,6.243,0.0,4.277,819.200,57606963.200,801165.600,101533.200,0.0,0.0,4766.600,11584.400
10.217,11.413,71.304,2.609,0.0,4.457,0.0,902758.400,1084254.400,153086.400,0.0,0.0,7141.800,15969.0
22.366,11.828,57.742,2.581,0.0,5.484,0.0,5000396.800,1431641.200,195074.0,0.0,0.0,7542.0,18310.200
14.536,11.803,67.978,0.109,0.0,5.574,0.0,4915.200,1349225.600,183129.200,0.0,0.0,7055.800,16069.0
18.833,11.564,62.445,1.101,0.0,6.057,0.0,5266636.800,1322549.600,178589.0,0.0,0.0,6917.200,16436.400
13.493,9.140,71.926,0.109,0.0,5.332,0.0,4915.200,1336657.800,176774.800,0.0,0.0,6898.400,15778.0
25.831,12.219,54.341,2.894,0.0,4.716,0.0,5002854.400,1121240.0,157430.0,0.0,0.0,6924.400,15905.800
19.979,11.923,59.936,3.437,0.0,4.726,0.0,10151526.400,1018473.0,148015.600,0.0,0.0,6833.0,16299.600
12.826,10.326,70.652,0.217,0.0,5.978,0.0,2314240.0,1354981.200,187059.800,0.0,0.0,7767.600,17600.800
22.271,11.025,59.206,2.756,0.0,4.741,0.0,2686156.800,1337982.600,179454.400,0.0,0.0,6787.400,16538.200
12.527,10.330,71.319,0.989,0.0,4.835,0.0,2567372.800,1281598.800,175802.600,0.0,0.0,7118.400,16344.0
15.201,10.641,67.970,1.194,0.0,4.995,0.0,2432204.800,1386515.0,183184.200,0.0,0.0,6602.400,15725.200
